"VehicleId,TSPCode,TSPVehicleId,VIN,WeightClass"
"2759,TTC,88803,1FTNE24L88DA40788,Car"
"2760,TTC,88804,WDOPE745275183579,NULL"
"2761,TTC,88805,NMOLS7DN2BT070524,NULL"
"2762,TTC,88811,NMOLS7DN9AT028480,NULL"
"2763,TTC,88812,1FTNE24W66HB45491,Car"
"2764,TTC,88814,1FTNE24W64HB46427,Car"
"2765,TTC,88820,WDOPE745775162744,NULL"
"2766,TTC,88822,1FTRE142X2HA36891,Car"
"2767,TTC,88836,NM0LS7DN3BT058043,Car"
"2768,TTC,88837,NMOLS7DN1BTO58042,NULL"
"2769,TTC,88838,1FTNE24L22HB66399,Car"
"2770,TTC,88844,1FTNE24WX6HA42025,Car"
"2771,TTC,88845,1FTNE2EL4BDA45153,Car"
"2772,TTC,88846,NMOLS7DNXBT048416,NULL"
"2773,TTC,88852,WDOPE745075162312,NULL"
"2774,TTC,88853,1TNE24L68DAA52244,NULL"
"2775,TTC,88854,1FTNE2EW4ADA77013,Car"
"2776,TTC,88855,1FTNE24W34HA75462,Car"
"2777,TTC,88856,1FTNE24W46HB29080,Car"
"2778,TTC,88861,NMOLS7DN3AT022478,NULL"
"2779,TTC,88862,1FTNE24W46HA48936,Car"
"2780,TTC,88863,NM0LS7DNXNT051655,NULL"
"2781,TTC,88864,1FTNE2EL3ADA26642,Car"
"2782,TTC,92273,1GCHC24UX7E181463,Car"
"2783,TTC,92279,1GBKC34J5YF473037,Car"
"2784,TTC,92280,1GCGG25C981127456,Car"
"2785,TTC,92281,1GCHC24K77E565912,Car"
"2786,TTC,68175,1FDSF34R68EA55760,Car"
"2787,TTC,72629,1FV6HLAAXWH930692,Truck"
"2788,TTC,87413,1FTSE34L86HA04386,Car"
"2789,TTC,88773,NULL,NULL"
"2790,TTC,88775,NULL,NULL"
"2791,TTC,88792,NULL,NULL"
"2792,TTC,88801,WDOPE745575165898,NULL"
"2793,TTC,88806,1FTNS24L13HB34327,Car"
"2794,TTC,88807,NMOLS7DNXAT035082,NULL"
"2795,TTC,88809,WDOPE745975162745,NULL"
"2796,TTC,88810,NMOLS7DNXBT053440,NULL"
"2797,TTC,88815,WDOPE745875164244,NULL"
"2798,TTC,88817,1FTNE24W96HB25736,Car"
"2799,TTC,88818,NMOLS7DN0AT026679,NULL"
"2800,TTC,88823,1FTNE24L14HA37413,Car"
"2801,TTC,88835,1FTNE2EL6BDA59085,Car"
"2802,TTC,88840,1FTNE24L15HA11198,Car"
"2803,TTC,88841,1FTNE24L98DB01677,Car"
"2804,TTC,88842,1FTNE24W24HB46425,Car"
"2805,TTC,88848,1FTNE24L44HB05073,Car"
"2806,TTC,88850,NMOLS7DN7BTO61379,NULL"
"2807,TTC,88851,1FDXE4FS2BDA09872,Truck"
"2808,TTC,88858,1FTNE1EW3BDA84899,Car"
"2809,TTC,88859,NM0LS7DNXBT057892,Car"
"2810,TTC,88860,NMOLS7DN2AT028479,NULL"
"2811,TTC,91634,NULL,NULL"
"2812,TTC,91807,KMHCN46C69U283187,Car"
"2813,TTC,92283,1GCFG25W5Y1141330,Car"
"2814,TTC,68170,1FDSF34PXZEB42977,NULL"
"2815,TTC,91631,NULL,NULL"
"2816,TTC,91632,NULL,NULL"
"2817,TTC,91633,NULL,NULL"
"2818,TTC,88813,1FDWE35L52HA57570,Car"
"2819,TTC,88839,1FTNE24WX4HA75460,Car"
"2820,TTC,88847,1GCWGFCA6C1138329,Car"
"2821,TTC,91638,NULL,NULL"
"2822,TTC,88816,1FDWE35L51HA38791,Car"
"2823,TTC,88865,WD0PD644565900219,Car"
"2824,TTC,68172,1FTSF30PX3EB39419,Car"
"2825,TTC,88821,WDOPE745975162311,NULL"
"2826,TTC,91629,NULL,NULL"
"2827,TTC,91630,NULL,NULL"
"2828,TTC,91635,NULL,NULL"
"2829,TTC,91636,NULL,NULL"
"2830,TTC,91637,NULL,NULL"
"2831,TTC,88780,NULL,NULL"
"2832,TTC,88885,1GCZGFBAXA1117558,Car"
"2833,TTC,67469,NULL,NULL"
"2834,TTC,70327,NULL,NULL"
"2835,TTC,70330,NULL,NULL"
"2836,TTC,70336,NULL,NULL"
"2837,TTC,70338,NULL,NULL"
"2838,TTC,88785,NULL,NULL"
"2839,TTC,88887,1GCZGGAA1A1142212,Car"
"2840,TTC,67467,NULL,NULL"
"2841,TTC,67468,NULL,NULL"
"2842,TTC,70339,NULL,NULL"
"2843,TTC,70341,NULL,NULL"
"2844,TTC,70326,NULL,NULL"
"2845,TTC,70331,NULL,NULL"
"2846,TTC,70332,NULL,NULL"
"2847,TTC,70333,NULL,NULL"
"2848,TTC,70334,NULL,NULL"
"2849,TTC,70340,NULL,NULL"
"2850,TTC,85773,NULL,NULL"
"2851,TTC,70329,NULL,NULL"
"2852,TTC,85359,1FDXF46PX5EA21680,Truck"
"2853,TTC,85772,NULL,NULL"
"2854,TTC,92282,1GCGG25V751243218,Car"
"2855,TTC,70342,NULL,NULL"
"2856,TTC,74444,NULL,NULL"
"2857,TTC,85767,NULL,NULL"
"2858,TTC,85768,NULL,NULL"
"2859,TTC,85774,NULL,NULL"
"2860,TTC,70335,NULL,NULL"
"2861,TTC,85770,NULL,NULL"
"2862,TTC,85777,NULL,NULL"
"2863,TTC,85778,NULL,NULL"
"2864,TTC,70337,NULL,NULL"
"2865,TTC,74433,NULL,NULL"
"2866,TTC,85769,NULL,NULL"
"2867,TTC,85771,NULL,NULL"
"2868,TTC,85779,NULL,NULL"
"2869,TTC,91804,JHMGE8H34BC023830,Car"
"2870,TTC,92278,1GCHC24U67E183632,Car"
"2871,TTC,74442,NULL,NULL"
"2872,TTC,85766,NULL,NULL"
"2873,TTC,85775,NULL,NULL"
"2874,TTC,91798,JHMGE8H35BC025232,Car"
"2875,TTC,91801,NULL,NULL"
"2876,UTC,242,NULL,NULL"
"2877,UTC,247,NULL,NULL"
"2878,UTC,248,NULL,NULL"
"2879,UTC,257,NULL,NULL"
"2880,UTC,258,NULL,NULL"
"2881,UTC,265,NULL,NULL"
"2882,UTC,348,NULL,NULL"
"2883,UTC,415,NULL,NULL"
"2884,UTC,1995,NULL,NULL"
"2885,UTC,2921,NULL,NULL"
"2886,UTC,2938,NULL,NULL"
"2887,UTC,2990,NULL,NULL"
"2888,UTC,2991,NULL,NULL"
"2889,UTC,2996,NULL,NULL"
"2890,UTC,2997,NULL,NULL"
"2891,UTC,2998,NULL,NULL"
"2892,UTC,2999,NULL,NULL"
"2893,UTC,3005,NULL,NULL"
"2894,UTC,3006,NULL,NULL"
"2895,UTC,3007,NULL,NULL"
"2896,UTC,3008,NULL,NULL"
"2897,UTC,3064,NULL,NULL"
"2898,UTC,3066,NULL,NULL"
"2899,UTC,3071,NULL,NULL"
"2900,UTC,3072,NULL,NULL"
"2901,UTC,3073,NULL,NULL"
"2902,UTC,3074,NULL,NULL"
"2903,UTC,3075,NULL,NULL"
"2904,UTC,3080,NULL,NULL"
"2905,UTC,3081,NULL,NULL"
"2906,UTC,3082,NULL,NULL"
"2907,UTC,3083,NULL,NULL"
"2908,UTC,3088,NULL,NULL"
"2909,UTC,3089,NULL,NULL"
"2910,UTC,3090,NULL,NULL"
"2911,UTC,3096,NULL,NULL"
"2912,UTC,3097,NULL,NULL"
"2913,UTC,3098,NULL,NULL"
"2914,UTC,3099,NULL,NULL"
"2915,UTC,3100,NULL,NULL"
"2916,UTC,3105,NULL,NULL"
"2917,UTC,3106,NULL,NULL"
"2918,UTC,3107,NULL,NULL"
"2919,UTC,3108,NULL,NULL"
"2920,UTC,3190,NULL,NULL"
"2921,UTC,3222,NULL,NULL"
"2922,UTC,3224,NULL,NULL"
"2923,UTC,3225,NULL,NULL"
"2924,UTC,3230,NULL,NULL"
"2925,UTC,3231,NULL,NULL"
"2926,UTC,3241,NULL,NULL"
"2927,UTC,3242,NULL,NULL"
"2928,UTC,3322,NULL,NULL"
"2929,UTC,3323,NULL,NULL"
"2930,UTC,3324,NULL,NULL"
"2931,UTC,3330,NULL,NULL"
"2932,UTC,3331,NULL,NULL"
"2933,UTC,3332,NULL,NULL"
"2934,UTC,3333,NULL,NULL"
"2935,UTC,3334,NULL,NULL"
"2936,UTC,3356,NULL,NULL"
"2937,UTC,3365,NULL,NULL"
"2938,UTC,3372,NULL,NULL"
"2939,UTC,3373,NULL,NULL"
"2940,UTC,3374,NULL,NULL"
"2941,UTC,3391,NULL,NULL"
"2942,UTC,3392,NULL,NULL"
"2943,UTC,3414,NULL,NULL"
"2944,UTC,3416,NULL,NULL"
"2945,UTC,3417,NULL,NULL"
"2946,UTC,3423,NULL,NULL"
"2947,UTC,3424,NULL,NULL"
"2948,UTC,3425,NULL,NULL"
"2949,UTC,3426,NULL,NULL"
"2950,UTC,3432,NULL,NULL"
"2951,UTC,3433,NULL,NULL"
"2952,UTC,3434,NULL,NULL"
"2953,UTC,3509,NULL,NULL"
"2954,UTC,3514,NULL,NULL"
"2955,UTC,3516,NULL,NULL"
"2956,UTC,3517,NULL,NULL"
"2957,UTC,3523,NULL,NULL"
"2958,UTC,3526,NULL,NULL"
"2959,UTC,3531,NULL,NULL"
"2960,UTC,3532,NULL,NULL"
"2961,UTC,3534,NULL,NULL"
"2962,UTC,3540,NULL,NULL"
"2963,UTC,3541,NULL,NULL"
"2964,UTC,3542,NULL,NULL"
"2965,UTC,3548,NULL,NULL"
"2966,UTC,3549,NULL,NULL"
"2967,UTC,3551,NULL,NULL"
"2968,UTC,3556,NULL,NULL"
"2969,UTC,3558,NULL,NULL"
"2970,UTC,3559,NULL,NULL"
"2971,UTC,3564,NULL,NULL"
"2972,UTC,3565,NULL,NULL"
"2973,UTC,3567,NULL,NULL"
"2974,UTC,3573,NULL,NULL"
"2975,UTC,3574,NULL,NULL"
"2976,UTC,3575,NULL,NULL"
"2977,UTC,3576,NULL,NULL"
"2978,UTC,3582,NULL,NULL"
"2979,UTC,3584,NULL,NULL"
"2980,UTC,3590,NULL,NULL"
"2981,UTC,3593,NULL,NULL"
"2982,UTC,3598,NULL,NULL"
"2983,UTC,3617,NULL,NULL"
"2984,UTC,3618,NULL,NULL"
"2985,UTC,3623,NULL,NULL"
"2986,UTC,3624,NULL,NULL"
"2987,UTC,3640,NULL,NULL"
"2988,UTC,3765,NULL,NULL"
"2989,UTC,3766,NULL,NULL"
"2990,UTC,3767,NULL,NULL"
"2991,UTC,3768,NULL,NULL"
"2992,UTC,3774,NULL,NULL"
"2993,UTC,3775,NULL,NULL"
"2994,UTC,3776,NULL,NULL"
"2995,UTC,3777,NULL,NULL"
"2996,UTC,3807,NULL,NULL"
"2997,UTC,3816,NULL,NULL"
"2998,UTC,3817,NULL,NULL"
"2999,UTC,3818,NULL,NULL"
"3000,UTC,3823,NULL,NULL"
"3001,UTC,3826,NULL,NULL"
"3002,UTC,3833,NULL,NULL"
"3003,UTC,3840,NULL,NULL"
"3004,UTC,3841,NULL,NULL"
"3005,UTC,3842,NULL,NULL"
"3006,UTC,3857,NULL,NULL"
"3007,UTC,3858,NULL,NULL"
"3008,UTC,3865,NULL,NULL"
"3009,UTC,3866,NULL,NULL"
"3010,UTC,4052,NULL,NULL"
"3011,UTC,4057,NULL,NULL"
"3012,UTC,4058,NULL,NULL"
"3013,UTC,4059,NULL,NULL"
"3014,UTC,4060,NULL,NULL"
"3015,UTC,4099,NULL,NULL"
"3016,UTC,4100,NULL,NULL"
"3017,UTC,4102,NULL,NULL"
"3018,UTC,4133,NULL,NULL"
"3019,UTC,4134,NULL,NULL"
"3020,UTC,4135,NULL,NULL"
"3021,UTC,4136,NULL,NULL"
"3022,UTC,4141,NULL,NULL"
"3023,UTC,4142,NULL,NULL"
"3024,UTC,4143,NULL,NULL"
"3025,UTC,4144,NULL,NULL"
"3026,UTC,4149,NULL,NULL"
"3027,UTC,4150,NULL,NULL"
"3028,UTC,4151,NULL,NULL"
"3029,UTC,4152,NULL,NULL"
"3030,UTC,4153,NULL,NULL"
"3031,UTC,4158,NULL,NULL"
"3032,UTC,4159,NULL,NULL"
"3033,UTC,4166,NULL,NULL"
"3034,UTC,4167,NULL,NULL"
"3035,UTC,4168,NULL,NULL"
"3036,UTC,4169,NULL,NULL"
"3037,UTC,4176,NULL,NULL"
"3038,UTC,4178,NULL,NULL"
"3039,UTC,4183,NULL,NULL"
"3040,UTC,4185,NULL,NULL"
"3041,UTC,4186,NULL,NULL"
"3042,UTC,4191,NULL,NULL"
"3043,UTC,4192,NULL,NULL"
"3044,UTC,4193,NULL,NULL"
"3045,UTC,4194,NULL,NULL"
"3046,UTC,4202,NULL,NULL"
"3047,UTC,4203,NULL,NULL"
"3048,UTC,4210,NULL,NULL"
"3049,UTC,4259,NULL,NULL"
"3050,UTC,4291,NULL,NULL"
"3051,UTC,4292,NULL,NULL"
"3052,UTC,4294,NULL,NULL"
"3053,UTC,4295,NULL,NULL"
"3054,UTC,4311,NULL,NULL"
"3055,UTC,4318,NULL,NULL"
"3056,UTC,4319,NULL,NULL"
"3057,UTC,4342,NULL,NULL"
"3058,UTC,4359,NULL,NULL"
"3059,UTC,4360,NULL,NULL"
"3060,UTC,4361,NULL,NULL"
"3061,UTC,4367,NULL,NULL"
"3062,UTC,4368,NULL,NULL"
"3063,UTC,4428,NULL,NULL"
"3064,UTC,4433,NULL,NULL"
"3065,UTC,4434,NULL,NULL"
"3066,UTC,4435,NULL,NULL"
"3067,UTC,4503,NULL,NULL"
"3068,UTC,4509,NULL,NULL"
"3069,UTC,4511,NULL,NULL"
"3070,UTC,4512,NULL,NULL"
"3071,UTC,4517,NULL,NULL"
"3072,UTC,4518,NULL,NULL"
"3073,UTC,4519,NULL,NULL"
"3074,UTC,4520,NULL,NULL"
"3075,UTC,4525,NULL,NULL"
"3076,UTC,4526,NULL,NULL"
"3077,UTC,4527,NULL,NULL"
"3078,UTC,4528,NULL,NULL"
"3079,UTC,4529,NULL,NULL"
"3080,UTC,4545,NULL,NULL"
"3081,UTC,4550,NULL,NULL"
"3082,UTC,4551,NULL,NULL"
"3083,UTC,4552,NULL,NULL"
"3084,UTC,4553,NULL,NULL"
"3085,UTC,4554,NULL,NULL"
"3086,UTC,4567,NULL,NULL"
"3087,UTC,4569,NULL,NULL"
"3088,UTC,4570,NULL,NULL"
"3089,UTC,4577,NULL,NULL"
"3090,UTC,4578,NULL,NULL"
"3091,UTC,4579,NULL,NULL"
"3092,UTC,4584,NULL,NULL"
"3093,UTC,4586,NULL,NULL"
"3094,UTC,4592,NULL,NULL"
"3095,UTC,4593,NULL,NULL"
"3096,UTC,4595,NULL,NULL"
"3097,UTC,4601,NULL,NULL"
"3098,UTC,4602,NULL,NULL"
"3099,UTC,4603,NULL,NULL"
"3100,UTC,4604,NULL,NULL"
"3101,UTC,4610,NULL,NULL"
"3102,UTC,4611,NULL,NULL"
"3103,UTC,4612,NULL,NULL"
"3104,UTC,4634,NULL,NULL"
"3105,UTC,4635,NULL,NULL"
"3106,UTC,4636,NULL,NULL"
"3107,UTC,4637,NULL,NULL"
"3108,UTC,4644,NULL,NULL"
"3109,UTC,4645,NULL,NULL"
"3110,UTC,4653,NULL,NULL"
"3111,UTC,4654,NULL,NULL"
"3112,UTC,4659,NULL,NULL"
"3113,UTC,4660,NULL,NULL"
"3114,UTC,4671,NULL,NULL"
"3115,UTC,4677,NULL,NULL"
"3116,UTC,4678,NULL,NULL"
"3117,UTC,4679,NULL,NULL"
"3118,UTC,4696,NULL,NULL"
"3119,UTC,4701,NULL,NULL"
"3120,UTC,4702,NULL,NULL"
"3121,UTC,4703,NULL,NULL"
"3122,UTC,4704,NULL,NULL"
"3123,UTC,4709,NULL,NULL"
"3124,UTC,4710,NULL,NULL"
"3125,UTC,4711,NULL,NULL"
"3126,UTC,4712,NULL,NULL"
"3127,UTC,4720,NULL,NULL"
"3128,UTC,4776,NULL,NULL"
"3129,UTC,4784,NULL,NULL"
"3130,UTC,4785,NULL,NULL"
"3131,UTC,4786,NULL,NULL"
"3132,UTC,4787,NULL,NULL"
"3133,UTC,4788,NULL,NULL"
"3134,UTC,4793,NULL,NULL"
"3135,UTC,4794,NULL,NULL"
"3136,UTC,4795,NULL,NULL"
"3137,UTC,4796,NULL,NULL"
"3138,UTC,4801,NULL,NULL"
"3139,UTC,4802,NULL,NULL"
"3140,UTC,4803,NULL,NULL"
"3141,UTC,4804,NULL,NULL"
"3142,UTC,4810,NULL,NULL"
"3143,UTC,4811,NULL,NULL"
"3144,UTC,4812,NULL,NULL"
"3145,UTC,4813,NULL,NULL"
"3146,UTC,4818,NULL,NULL"
"3147,UTC,4820,NULL,NULL"
"3148,UTC,4821,NULL,NULL"
"3149,UTC,4826,NULL,NULL"
"3150,UTC,4827,NULL,NULL"
"3151,UTC,4828,NULL,NULL"
"3152,UTC,4829,NULL,NULL"
"3153,UTC,4835,NULL,NULL"
"3154,UTC,4837,NULL,NULL"
"3155,UTC,4838,NULL,NULL"
"3156,UTC,4843,NULL,NULL"
"3157,UTC,4844,NULL,NULL"
"3158,UTC,4845,NULL,NULL"
"3159,UTC,4870,NULL,NULL"
"3160,UTC,4877,NULL,NULL"
"3161,UTC,4878,NULL,NULL"
"3162,UTC,4879,NULL,NULL"
"3163,UTC,4880,NULL,NULL"
"3164,UTC,246,NULL,NULL"
"3165,UTC,252,NULL,NULL"
"3166,UTC,253,NULL,NULL"
"3167,UTC,263,NULL,NULL"
"3168,UTC,2918,NULL,NULL"
"3169,UTC,2920,NULL,NULL"
"3170,UTC,2925,NULL,NULL"
"3171,UTC,2928,NULL,NULL"
"3172,UTC,2936,NULL,NULL"
"3173,UTC,2959,NULL,NULL"
"3174,UTC,2960,NULL,NULL"
"3175,UTC,2993,NULL,NULL"
"3176,UTC,3000,NULL,NULL"
"3177,UTC,3001,NULL,NULL"
"3178,UTC,3002,NULL,NULL"
"3179,UTC,3003,NULL,NULL"
"3180,UTC,3004,NULL,NULL"
"3181,UTC,3009,NULL,NULL"
"3182,UTC,3010,NULL,NULL"
"3183,UTC,3011,NULL,NULL"
"3184,UTC,3059,NULL,NULL"
"3185,UTC,3060,NULL,NULL"
"3186,UTC,3061,NULL,NULL"
"3187,UTC,3062,NULL,NULL"
"3188,UTC,3067,NULL,NULL"
"3189,UTC,3068,NULL,NULL"
"3190,UTC,3069,NULL,NULL"
"3191,UTC,3070,NULL,NULL"
"3192,UTC,3076,NULL,NULL"
"3193,UTC,3079,NULL,NULL"
"3194,UTC,3084,NULL,NULL"
"3195,UTC,3085,NULL,NULL"
"3196,UTC,3086,NULL,NULL"
"3197,UTC,3087,NULL,NULL"
"3198,UTC,3093,NULL,NULL"
"3199,UTC,3094,NULL,NULL"
"3200,UTC,3095,NULL,NULL"
"3201,UTC,3101,NULL,NULL"
"3202,UTC,3103,NULL,NULL"
"3203,UTC,3109,NULL,NULL"
"3204,UTC,3226,NULL,NULL"
"3205,UTC,3227,NULL,NULL"
"3206,UTC,3228,NULL,NULL"
"3207,UTC,3229,NULL,NULL"
"3208,UTC,3236,NULL,NULL"
"3209,UTC,3302,NULL,NULL"
"3210,UTC,3326,NULL,NULL"
"3211,UTC,3327,NULL,NULL"
"3212,UTC,3328,NULL,NULL"
"3213,UTC,3329,NULL,NULL"
"3214,UTC,3335,NULL,NULL"
"3215,UTC,3336,NULL,NULL"
"3216,UTC,3337,NULL,NULL"
"3217,UTC,3338,NULL,NULL"
"3218,UTC,3344,NULL,NULL"
"3219,UTC,3352,NULL,NULL"
"3220,UTC,3360,NULL,NULL"
"3221,UTC,3370,NULL,NULL"
"3222,UTC,3376,NULL,NULL"
"3223,UTC,3377,NULL,NULL"
"3224,UTC,3378,NULL,NULL"
"3225,UTC,3387,NULL,NULL"
"3226,UTC,3388,NULL,NULL"
"3227,UTC,3393,NULL,NULL"
"3228,UTC,3418,NULL,NULL"
"3229,UTC,3419,NULL,NULL"
"3230,UTC,3420,NULL,NULL"
"3231,UTC,3421,NULL,NULL"
"3232,UTC,3510,NULL,NULL"
"3233,UTC,3511,NULL,NULL"
"3234,UTC,3512,NULL,NULL"
"3235,UTC,3518,NULL,NULL"
"3236,UTC,3519,NULL,NULL"
"3237,UTC,3521,NULL,NULL"
"3238,UTC,3528,NULL,NULL"
"3239,UTC,3529,NULL,NULL"
"3240,UTC,3530,NULL,NULL"
"3241,UTC,3536,NULL,NULL"
"3242,UTC,3537,NULL,NULL"
"3243,UTC,3538,NULL,NULL"
"3244,UTC,3546,NULL,NULL"
"3245,UTC,3553,NULL,NULL"
"3246,UTC,3555,NULL,NULL"
"3247,UTC,3560,NULL,NULL"
"3248,UTC,3563,NULL,NULL"
"3249,UTC,3569,NULL,NULL"
"3250,UTC,3570,NULL,NULL"
"3251,UTC,3571,NULL,NULL"
"3252,UTC,3577,NULL,NULL"
"3253,UTC,3578,NULL,NULL"
"3254,UTC,3579,NULL,NULL"
"3255,UTC,3586,NULL,NULL"
"3256,UTC,3588,NULL,NULL"
"3257,UTC,3595,NULL,NULL"
"3258,UTC,3597,NULL,NULL"
"3259,UTC,3613,NULL,NULL"
"3260,UTC,3619,NULL,NULL"
"3261,UTC,3620,NULL,NULL"
"3262,UTC,3621,NULL,NULL"
"3263,UTC,3622,NULL,NULL"
"3264,UTC,3762,NULL,NULL"
"3265,UTC,3764,NULL,NULL"
"3266,UTC,3769,NULL,NULL"
"3267,UTC,3770,NULL,NULL"
"3268,UTC,3778,NULL,NULL"
"3269,UTC,3779,NULL,NULL"
"3270,UTC,3796,NULL,NULL"
"3271,UTC,3805,NULL,NULL"
"3272,UTC,3806,NULL,NULL"
"3273,UTC,3813,NULL,NULL"
"3274,UTC,3814,NULL,NULL"
"3275,UTC,3820,NULL,NULL"
"3276,UTC,3822,NULL,NULL"
"3277,UTC,3829,NULL,NULL"
"3278,UTC,3830,NULL,NULL"
"3279,UTC,3836,NULL,NULL"
"3280,UTC,3838,NULL,NULL"
"3281,UTC,3839,NULL,NULL"
"3282,UTC,3886,NULL,NULL"
"3283,UTC,4053,NULL,NULL"
"3284,UTC,4054,NULL,NULL"
"3285,UTC,4055,NULL,NULL"
"3286,UTC,4056,NULL,NULL"
"3287,UTC,4096,NULL,NULL"
"3288,UTC,4097,NULL,NULL"
"3289,UTC,4098,NULL,NULL"
"3290,UTC,4103,NULL,NULL"
"3291,UTC,4104,NULL,NULL"
"3292,UTC,4105,NULL,NULL"
"3293,UTC,4120,NULL,NULL"
"3294,UTC,4131,NULL,NULL"
"3295,UTC,4132,NULL,NULL"
"3296,UTC,4138,NULL,NULL"
"3297,UTC,4139,NULL,NULL"
"3298,UTC,4140,NULL,NULL"
"3299,UTC,4145,NULL,NULL"
"3300,UTC,4146,NULL,NULL"
"3301,UTC,4147,NULL,NULL"
"3302,UTC,4148,NULL,NULL"
"3303,UTC,4154,NULL,NULL"
"3304,UTC,4155,NULL,NULL"
"3305,UTC,4156,NULL,NULL"
"3306,UTC,4162,NULL,NULL"
"3307,UTC,4164,NULL,NULL"
"3308,UTC,4165,NULL,NULL"
"3309,UTC,4170,NULL,NULL"
"3310,UTC,4171,NULL,NULL"
"3311,UTC,4172,NULL,NULL"
"3312,UTC,4173,NULL,NULL"
"3313,UTC,4179,NULL,NULL"
"3314,UTC,4181,NULL,NULL"
"3315,UTC,4182,NULL,NULL"
"3316,UTC,4189,NULL,NULL"
"3317,UTC,4190,NULL,NULL"
"3318,UTC,4196,NULL,NULL"
"3319,UTC,4247,NULL,NULL"
"3320,UTC,4288,NULL,NULL"
"3321,UTC,4313,NULL,NULL"
"3322,UTC,4315,NULL,NULL"
"3323,UTC,4362,NULL,NULL"
"3324,UTC,4363,NULL,NULL"
"3325,UTC,4364,NULL,NULL"
"3326,UTC,4365,NULL,NULL"
"3327,UTC,4366,NULL,NULL"
"3328,UTC,4404,NULL,NULL"
"3329,UTC,4429,NULL,NULL"
"3330,UTC,4505,NULL,NULL"
"3331,UTC,4506,NULL,NULL"
"3332,UTC,4507,NULL,NULL"
"3333,UTC,4508,NULL,NULL"
"3334,UTC,4513,NULL,NULL"
"3335,UTC,4514,NULL,NULL"
"3336,UTC,4515,NULL,NULL"
"3337,UTC,4516,NULL,NULL"
"3338,UTC,4521,NULL,NULL"
"3339,UTC,4522,NULL,NULL"
"3340,UTC,4523,NULL,NULL"
"3341,UTC,4524,NULL,NULL"
"3342,UTC,4530,NULL,NULL"
"3343,UTC,4532,NULL,NULL"
"3344,UTC,4533,NULL,NULL"
"3345,UTC,4548,NULL,NULL"
"3346,UTC,4565,NULL,NULL"
"3347,UTC,4572,NULL,NULL"
"3348,UTC,4573,NULL,NULL"
"3349,UTC,4574,NULL,NULL"
"3350,UTC,4580,NULL,NULL"
"3351,UTC,4581,NULL,NULL"
"3352,UTC,4583,NULL,NULL"
"3353,UTC,4588,NULL,NULL"
"3354,UTC,4589,NULL,NULL"
"3355,UTC,4590,NULL,NULL"
"3356,UTC,4591,NULL,NULL"
"3357,UTC,4596,NULL,NULL"
"3358,UTC,4597,NULL,NULL"
"3359,UTC,4598,NULL,NULL"
"3360,UTC,4600,NULL,NULL"
"3361,UTC,4605,NULL,NULL"
"3362,UTC,4606,NULL,NULL"
"3363,UTC,4607,NULL,NULL"
"3364,UTC,4613,NULL,NULL"
"3365,UTC,4633,NULL,NULL"
"3366,UTC,4638,NULL,NULL"
"3367,UTC,4639,NULL,NULL"
"3368,UTC,4640,NULL,NULL"
"3369,UTC,4655,NULL,NULL"
"3370,UTC,4656,NULL,NULL"
"3371,UTC,4657,NULL,NULL"
"3372,UTC,4658,NULL,NULL"
"3373,UTC,4663,NULL,NULL"
"3374,UTC,4664,NULL,NULL"
"3375,UTC,4665,NULL,NULL"
"3376,UTC,4672,NULL,NULL"
"3377,UTC,4674,NULL,NULL"
"3378,UTC,4675,NULL,NULL"
"3379,UTC,4689,NULL,NULL"
"3380,UTC,4690,NULL,NULL"
"3381,UTC,4691,NULL,NULL"
"3382,UTC,4692,NULL,NULL"
"3383,UTC,4697,NULL,NULL"
"3384,UTC,4698,NULL,NULL"
"3385,UTC,4699,NULL,NULL"
"3386,UTC,4700,NULL,NULL"
"3387,UTC,4705,NULL,NULL"
"3388,UTC,4706,NULL,NULL"
"3389,UTC,4708,NULL,NULL"
"3390,UTC,4713,NULL,NULL"
"3391,UTC,4714,NULL,NULL"
"3392,UTC,4715,NULL,NULL"
"3393,UTC,4716,NULL,NULL"
"3394,UTC,4717,NULL,NULL"
"3395,UTC,4775,NULL,NULL"
"3396,UTC,4781,NULL,NULL"
"3397,UTC,4789,NULL,NULL"
"3398,UTC,4791,NULL,NULL"
"3399,UTC,4792,NULL,NULL"
"3400,UTC,4797,NULL,NULL"
"3401,UTC,4798,NULL,NULL"
"3402,UTC,4799,NULL,NULL"
"3403,UTC,4800,NULL,NULL"
"3404,UTC,4805,NULL,NULL"
"3405,UTC,4807,NULL,NULL"
"3406,UTC,4808,NULL,NULL"
"3407,UTC,4809,NULL,NULL"
"3408,UTC,4814,NULL,NULL"
"3409,UTC,4815,NULL,NULL"
"3410,UTC,4816,NULL,NULL"
"3411,UTC,4817,NULL,NULL"
"3412,UTC,4822,NULL,NULL"
"3413,UTC,4823,NULL,NULL"
"3414,UTC,4824,NULL,NULL"
"3415,UTC,4825,NULL,NULL"
"3416,UTC,4830,NULL,NULL"
"3417,UTC,4831,NULL,NULL"
"3418,UTC,4832,NULL,NULL"
"3419,UTC,4833,NULL,NULL"
"3420,UTC,4834,NULL,NULL"
"3421,UTC,4840,NULL,NULL"
"3422,UTC,4841,NULL,NULL"
"3423,UTC,4842,NULL,NULL"
"3424,UTC,4873,NULL,NULL"
"3425,UTC,4881,NULL,NULL"
"3426,UTC,4891,NULL,NULL"
"3427,UTC,4892,NULL,NULL"
"3428,UTC,4897,NULL,NULL"
"3429,UTC,4898,NULL,NULL"
